Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
85.57142857,10,6,8,yes,no,no,distro making,game development,yes,parallel computing,developer,job,Web Services,no,yes,Science fiction,Technical,hard worker,no,Technical Engineer
77.71428571,11,2,7,yes,no,no,shell programming,game development,yes,cloud computing,testing,job,Product based,no,no,Science fiction,Management,hard worker,yes,Database Developer
73.28571429,8,3,3,yes,no,no,r programming,database security,yes,Management,developer,job,SAaS services,no,no,Biographies,Management,smart worker,yes,Database Developer
72.28571429,4,5,7,yes,no,no,information security,web technologies,no,parallel computing,Business process analyst,higherstudies,Service Based,yes,no,Encyclopedias,Management,hard worker,no,Systems Security Administrator
80.57142857,8,2,4,no,yes,no,r programming,data science,yes,Computer Architecture,Business process analyst,job,BPA,no,no,Childrens,Technical,hard worker,no,Web Developer
77.85714286,6,5,9,yes,yes,yes,shell programming,system designing,no,parallel computing,developer,higherstudies,Service Based,yes,yes,Mystery,Management,hard worker,no,Project Manager
80,10,6,6,no,yes,yes,app development,system designing,no,IOT,cloud computing,job,Service Based,yes,yes,Anthology,Technical,hard worker,yes,E-Commerce Analyst
75.85714286,8,6,1,yes,yes,yes,full stack,testing,yes,Management,cloud computing,higherstudies,Service Based,no,no,Health,Technical,hard worker,yes,Solutions Architect
76.42857143,6,3,9,no,yes,yes,shell programming,game development,yes,Computer Architecture,cloud computing,higherstudies,Web Services,yes,no,Comics,Technical,hard worker,no,Information Security Analyst
78.57142857,7,2,1,yes,yes,no,r programming,system designing,yes,Software Engineering,developer,job,BPA,no,yes,Religion-Spirituality,Technical,hard worker,yes,Technical Engineer
79.14285714,12,4,7,no,yes,no,full stack,testing,yes,IOT,developer,job,Sales and Marketing,no,no,Cookbooks,Technical,smart worker,yes,E-Commerce Analyst
78.28571429,10,5,3,yes,no,yes,shell programming,database security,yes,cloud computing,testing,higherstudies,Finance,yes,no,Encyclopedias,Technical,hard worker,no,Network Security Engineer
79.71428571,11,5,8,yes,yes,no,distro making,database security,no,Management,system developer,higherstudies,Web Services,no,no,Dictionaries,Technical,hard worker,yes,Network Security Administrator
76.85714286,7,0,7,yes,yes,yes,information security,hacking,no,programming,developer,higherstudies,BPA,no,yes,Romance,Management,hard worker,no,Software Systems Engineer
70.28571429,8,5,7,no,no,yes,app development,database security,yes,IOT,testing,job,Web Services,yes,yes,Anthology,Technical,hard worker,no,Information Security Analyst
76.71428571,9,3,2,no,yes,no,r programming,game development,no,hacking,cloud computing,job,Product based,no,yes,Horror,Technical,smart worker,no,E-Commerce Analyst
85.71428571,7,4,9,no,no,no,app development,system designing,no,networks,system developer,higherstudies,Finance,yes,no,Dictionaries,Management,smart worker,no,Software Quality Assurance (QA) / Testing
74.28571429,11,5,8,no,yes,no,distro making,game development,no,parallel computing,developer,job,BPA,no,no,Drama,Technical,hard worker,yes,Applications Developer
77.71428571,7,5,7,yes,yes,no,full stack,web technologies,no,Software Engineering,security,higherstudies,Product based,no,yes,Drama,Management,smart worker,yes,Technical Services/Help Desk/Tech Support
78.42857143,10,6,3,yes,no,yes,machine learning,testing,no,Software Engineering,security,job,Testing and Maintainance Services,no,yes,Romance,Management,smart worker,yes,Systems Analyst
77.57142857,7,5,7,no,no,no,distro making,database security,yes,cloud computing,developer,higherstudies,Finance,no,no,Health,Management,hard worker,yes,Software Engineer
69,7,1,4,no,no,yes,r programming,cloud computing,no,data engineering,security,higherstudies,Finance,no,no,Journals,Technical,hard worker,yes,UX Designer
78.14285714,5,5,4,yes,yes,no,python,system designing,no,Software Engineering,developer,higherstudies,product development,no,no,Fantasy,Technical,hard worker,no,CRM Business Analyst
72.85714286,12,1,2,no,yes,yes,shell programming,game development,yes,networks,Business process analyst,higherstudies,Service Based,no,yes,Action and Adventure,Management,smart worker,yes,Network Security Administrator
73.71428571,8,3,1,yes,no,yes,distro making,data science,no,networks,testing,higherstudies,SAaS services,yes,yes,Romance,Technical,smart worker,yes,CRM Business Analyst
81,4,5,8,no,yes,no,information security,testing,no,networks,Business process analyst,job,SAaS services,yes,no,Guide,Management,smart worker,no,Project Manager
77.42857143,10,0,1,yes,yes,no,hadoop,data science,yes,data engineering,security,job,Cloud Services,yes,yes,Mystery,Technical,smart worker,no,Portal Administrator
73.14285714,8,1,6,yes,yes,yes,hadoop,web technologies,no,cloud computing,security,higherstudies,BPA,no,no,Health,Technical,hard worker,no,Technical Engineer
70.85714286,10,3,9,yes,yes,yes,hadoop,system designing,no,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,Technical,hard worker,no,Technical Engineer
81.85714286,7,4,2,yes,no,no,distro making,hacking,yes,data engineering,security,higherstudies,Testing and Maintainance Services,no,yes,Self help,Management,smart worker,no,Web Developer
77.71428571,5,4,3,no,no,no,full stack,hacking,no,cloud computing,system developer,job,SAaS services,yes,no,Travel,Technical,hard worker,yes,Systems Security Administrator
76,6,1,9,no,yes,no,python,cloud computing,yes,programming,Business process analyst,job,BPA,no,no,Trilogy,Technical,smart worker,no,E-Commerce Analyst
81.28571429,10,4,5,yes,yes,no,python,web technologies,yes,hacking,testing,job,Finance,no,no,Trilogy,Management,smart worker,yes,Business Systems Analyst
78,8,0,4,yes,no,yes,r programming,cloud computing,yes,parallel computing,Business process analyst,job,Sales and Marketing,yes,yes,Health,Management,hard worker,yes,Information Technology Auditor
81,12,1,3,no,yes,no,information security,game development,no,IOT,system developer,job,Sales and Marketing,no,yes,Biographies,Management,smart worker,no,UX Designer
75.14285714,11,5,9,no,no,yes,machine learning,testing,no,parallel computing,testing,job,Testing and Maintainance Services,no,no,Travel,Technical,hard worker,no,Software Engineer
71.71428571,7,4,2,yes,yes,no,distro making,system designing,yes,cloud computing,cloud computing,higherstudies,Product based,yes,no,Horror,Management,smart worker,no,Quality Assurance Associate
80.14285714,9,2,5,no,no,yes,app development,system designing,yes,cloud computing,system developer,higherstudies,BPA,yes,yes,Drama,Technical,smart worker,yes,Network Security Engineer
79.28571429,12,4,8,no,no,no,r programming,system designing,no,networks,security,job,product development,no,no,Health,Management,smart worker,yes,Design & UX
76.42857143,12,5,6,no,yes,yes,app development,game development,no,programming,system developer,job,Testing and Maintainance Services,yes,yes,Comics,Management,hard worker,yes,Project Manager
77.57142857,4,0,2,no,yes,no,r programming,system designing,no,networks,system developer,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,Management,smart worker,no,Applications Developer
72.42857143,12,0,6,no,yes,yes,hadoop,cloud computing,no,networks,developer,higherstudies,SAaS services,yes,yes,Health,Management,hard worker,no,Database Administrator
75.42857143,11,0,9,yes,yes,no,distro making,hacking,yes,cloud computing,testing,higherstudies,Product based,no,no,Self help,Technical,hard worker,yes,Software Systems Engineer
82.28571429,12,6,3,no,no,yes,hadoop,game development,yes,data engineering,system developer,higherstudies,Sales and Marketing,no,yes,Anthology,Technical,hard worker,yes,Business Intelligence Analyst
73.85714286,8,1,4,yes,yes,no,distro making,database security,no,cloud computing,testing,job,Finance,yes,yes,Dictionaries,Technical,hard worker,yes,Business Intelligence Analyst
82.42857143,10,2,3,no,no,no,r programming,cloud computing,no,data engineering,cloud computing,job,Cloud Services,no,yes,Satire,Management,smart worker,no,UX Designer
74.57142857,7,4,4,no,yes,yes,shell programming,data science,yes,data engineering,developer,job,Finance,no,yes,Dictionaries,Management,hard worker,yes,Technical Engineer
70.85714286,4,2,7,no,no,yes,python,cloud computing,yes,cloud computing,system developer,higherstudies,Finance,no,no,Journals,Technical,hard worker,no,Web Developer
71.14285714,11,3,5,yes,no,no,machine learning,web technologies,no,Software Engineering,testing,job,Finance,yes,no,Religion-Spirituality,Management,smart worker,no,Network Security Administrator
70.14285714,11,6,4,yes,no,yes,app development,testing,no,hacking,testing,higherstudies,Testing and Maintainance Services,no,no,Anthology,Technical,smart worker,yes,Information Technology Auditor
80,8,2,1,no,no,no,information security,hacking,no,parallel computing,system developer,higherstudies,Service Based,no,no,Art,Management,hard worker,yes,Project Manager
76.14285714,11,0,9,yes,yes,yes,python,database security,yes,Software Engineering,cloud computing,higherstudies,SAaS services,no,no,Self help,Management,hard worker,no,Network Security Administrator
77.28571429,6,3,8,no,no,yes,distro making,hacking,no,Computer Architecture,cloud computing,job,Cloud Services,no,yes,Religion-Spirituality,Technical,smart worker,yes,Information Technology Auditor
73.28571429,4,2,6,no,no,yes,r programming,cloud computing,yes,cloud computing,system developer,higherstudies,Testing and Maintainance Services,no,yes,History,Technical,hard worker,yes,CRM Business Analyst
78.42857143,6,5,7,yes,yes,no,app development,data science,no,parallel computing,system developer,higherstudies,Cloud Services,no,yes,Action and Adventure,Management,hard worker,no,Database Manager
78.57142857,4,3,2,yes,no,yes,machine learning,testing,no,networks,Business process analyst,higherstudies,Finance,no,yes,Encyclopedias,Management,smart worker,no,Business Systems Analyst
71.28571429,5,3,8,yes,no,no,shell programming,web technologies,no,Computer Architecture,developer,job,Service Based,yes,no,Trilogy,Management,smart worker,no,Software Systems Engineer
83.85714286,11,4,4,no,yes,yes,python,testing,no,data engineering,security,job,Sales and Marketing,yes,yes,Art,Management,smart worker,yes,Database Manager
77.42857143,7,0,6,no,no,yes,machine learning,system designing,no,hacking,cloud computing,higherstudies,Service Based,yes,no,Horror,Management,hard worker,no,Network Security Administrator
76.57142857,7,5,3,yes,yes,yes,app development,system designing,yes,cloud computing,Business process analyst,higherstudies,SAaS services,no,yes,Comics,Management,smart worker,no,Web Developer
72.14285714,9,2,3,no,yes,yes,python,web technologies,no,programming,cloud computing,higherstudies,BPA,no,yes,Horror,Technical,hard worker,yes,Design & UX
69.42857143,6,1,7,no,no,no,r programming,system designing,no,data engineering,system developer,higherstudies,product development,no,no,Drama,Technical,hard worker,no,CRM Technical Developer
79.14285714,9,4,9,no,yes,yes,hadoop,system designing,no,Management,cloud computing,job,BPA,yes,no,Guide,Management,hard worker,no,Mobile Applications Developer
79,9,1,1,yes,no,yes,information security,web technologies,no,Management,security,higherstudies,Service Based,yes,yes,Science,Management,hard worker,yes,Project Manager
81.14285714,8,0,2,yes,no,yes,app development,data science,yes,cloud computing,security,job,SAaS services,no,yes,Anthology,Management,smart worker,no,Portal Administrator
79.57142857,11,2,8,yes,yes,yes,distro making,cloud computing,no,IOT,cloud computing,job,BPA,yes,no,Health,Management,smart worker,no,Network Security Administrator
73.57142857,8,3,7,yes,no,no,distro making,web technologies,no,IOT,testing,job,Service Based,no,yes,Romance,Technical,smart worker,no,UX Designer
76.85714286,6,4,6,yes,no,yes,python,data science,yes,parallel computing,developer,higherstudies,Web Services,yes,no,Series,Technical,hard worker,yes,Technical Support
76.71428571,4,2,3,no,yes,yes,machine learning,data science,yes,Computer Architecture,developer,higherstudies,Cloud Services,no,no,Encyclopedias,Management,hard worker,no,Technical Services/Help Desk/Tech Support
75.28571429,8,0,2,no,yes,no,distro making,web technologies,yes,Software Engineering,developer,job,Finance,no,no,Art,Management,smart worker,no,Network Engineer
79.14285714,5,0,2,no,yes,no,shell programming,system designing,yes,IOT,cloud computing,higherstudies,Service Based,no,no,Autobiographies,Technical,hard worker,no,Network Security Administrator
73,4,0,2,no,yes,no,app development,database security,no,hacking,testing,job,Cloud Services,no,yes,Satire,Technical,smart worker,no,Systems Security Administrator
71.71428571,11,2,2,no,no,no,hadoop,cloud computing,no,parallel computing,cloud computing,job,Cloud Services,no,no,Childrens,Management,hard worker,yes,Systems Analyst
71.85714286,4,3,1,yes,no,no,distro making,system designing,yes,hacking,security,job,SAaS services,no,no,Romance,Management,smart worker,no,Project Manager
69.14285714,7,5,6,no,no,no,distro making,hacking,no,networks,testing,job,Product based,yes,yes,Self help,Technical,smart worker,yes,CRM Technical Developer
83,6,4,7,no,no,no,r programming,hacking,yes,cloud computing,Business process analyst,higherstudies,SAaS services,yes,yes,Drama,Technical,hard worker,no,Database Administrator
80.14285714,4,0,7,yes,yes,yes,information security,system designing,no,Software Engineering,developer,higherstudies,Service Based,no,yes,Series,Technical,hard worker,yes,Systems Analyst
